,smiles,max,min,median,mean,std,n
424,CCCCCCCC(=O)O.CCCCCCN(CCCCCC)CCCCCC,0.0159,0.01155,0.01393,0.013793333333333333,0.0017785074891292674,3
425,CCCC(=O)O.CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.01603,0.01206,0.01455,0.014213333333333333,0.0016381357968400813,3
426,CCCCCC(=O)O.CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.02059,0.01376,0.01672,0.017023333333333335,0.0027965732999909415,3
427,CCCCCCCC(=O)O.CCCCCCCCN(CCCCCCCC)CCCCCCCC,0.02507,0.01663,0.0203,0.020666666666666667,0.0034553565501824683,3
428,C[n+]1ccn(CCC[N+](C)(C)C)c1.N#C[N-]C#N.N#C[N-]C#N,1.007,0.6629,0.83495,0.83495,0.17204999999999993,4
429,CCN(CC)C(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.06501,0.05296,0.058984999999999996,0.058985,0.006024999999999999,6
430,CCN(CC)CCO,0.00401,0.003375,0.00341,0.0035229999999999997,0.0002438770181874462,5
431,CCOC(=O)CC(=O)OCC,0.001941,0.001721,0.001755,0.0018056666666666666,9.669654710599659e-05,6
432,CCOC(=O)C(Br)C(=O)OCC,0.003614,0.003614,0.003614,0.003614,0.0,2
433,CCOC(=O)CCl,0.001275,0.0009692,0.001095,0.0010761500000000001,8.817104116431883e-05,16
434,ClC(Cl)(Cl)Cl,0.0009096,0.00083,0.00086045,0.00086586875,3.0116372597600462e-05,16
435,ClC(Cl)C(Cl)Cl,0.001591,0.001431,0.001464,0.00149055,5.9135923937992204e-05,8
436,CCCCCCCl,0.0007173,0.0006544,0.0006702,0.00068588,2.6295048963635736e-05,5
437,CCCCCCBr,0.000903,0.000903,0.000903,0.000903,0.0,1
438,CCCCCOC(C)=O,0.0007573,0.0007573,0.0007573,0.0007573,0.0,1
439,CCCNCCC,0.000512,0.0005118,0.0005118,0.0005118666666666667,9.428090415820862e-08,3
440,CCCN(CCC)CCC,0.000598,0.0005977,0.0005977,0.0005978,1.414213562372874e-07,3
441,CCN(CC)CC,0.000367,0.0003296,0.000347,0.00034783529411764707,1.4553469009401585e-05,17
442,CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.09005,0.085,0.087525,0.087525,0.0025249999999999995,2
443,c1ccc2c(c1)CCCC2,0.002021,0.001749,0.00184,0.0018901818181818184,0.00010444904645704099,11
444,C1CCC2CCCCC2C1,0.002091,0.00179,0.00206586,0.0020282633333333334,0.00010714610175933714,6
445,CC(=O)OC1CCCCC1,0.00195,0.00195,0.00195,0.00195,0.0,2
446,CC(=O)OCCC1CCCCC1,0.00254,0.00254,0.00254,0.00254,0.0,2
447,CCC#N,0.0004107,0.0003991,0.00040490000000000003,0.00040490000000000003,5.8000000000000055e-06,4
448,CCCC#N,0.00086,0.0005255,0.00069315,0.00069295,0.00015738101060801458,8
449,CN(C)CCCO,0.005839,0.004963,0.0057824,0.005477279999999999,0.00042041616714869534,5
450,CCN(CC)CC.O=P(O)(O)O,0.06431,0.0571,0.060684999999999996,0.060695,0.0035950278163040693,8
451,CCOS(=O)(=O)[O-].CC[N+]1(C)CCCCC1,1.821,1.186,1.5034999999999998,1.5034999999999998,0.3175,4
452,OC1CCCCC1,0.041072,0.041072,0.041072,0.041072,0.0,2
453,C1=CCCCC1,0.000581,0.000581,0.000581,0.000581,0.0,2
454,CCCC[P+](C)(CCCC)CCCC.[Cl-],4.692,4.692,4.692,4.692,0.0,1
455,CCCC[P+](C)(CCCC)CCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.156,0.156,0.156,0.156,0.0,1
456,CCCCCCCCCCCCCCCCCC,0.00421,0.00351,0.003836,0.0038347052631578947,0.00016667869334262384,95
457,COC(=O)CCCCC(=O)OC,0.00298,0.002604,0.00279,0.0027883166666666666,0.00015654669608636124,6
458,COC(=O)c1ccccc1C(=O)OC,0.013928,0.011152,0.012539999999999999,0.012539999999999999,0.0013879999999999995,2
459,CCn1cc[n+](C)c1.NCC(=O)[O-],0.17197,0.04775,0.12619,0.11759666666666664,0.048450800704311264,6
460,CCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],0.26398,0.1266,0.18779,0.20022166666666666,0.04950139776365467,6
461,CCn1cc[n+](C)c1.NCCS(=O)(=O)[O-],0.51467,0.35936,0.437015,0.43701500000000004,0.07765499999999997,4
462,CCn1cc[n+](C)c1.N[C@@H](CO)C(=O)[O-],2.23555,0.27982,1.37625,1.3190466666666665,0.7736597280602256,6
463,CCn1cc[n+](C)c1.O=C([O-])[C@@H]1CCCN1,1.19463,0.29517,0.77151,0.775595,0.3425772402320388,6
464,CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.06077,0.04909,0.05935,0.05696714285714286,0.004982497120021284,7
465,CCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1159,0.08972,0.10281,0.10281,0.013090000000000004,2
466,CCCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.03293,0.02764,0.030285,0.030285,0.0026449999999999998,2
467,CCCCCCCCCCCCCC(=O)OC,0.0039821,0.003496,0.00351,0.00360822,0.00018757802003433117,5
468,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.048,0.0369,0.042249999999999996,0.04235,0.004548900966167542,4
469,CC(C)CCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.069,0.056,0.0625,0.0625,0.006500000000000002,2
470,CC(C)CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.085,0.069,0.07700000000000001,0.07700000000000001,0.008,2
471,OCCOCCOCCOCCO,0.045862,0.035923,0.0408925,0.0408925,0.004969500000000002,2
472,COCCOCCO,0.003403,0.003,0.0032015000000000004,0.0032015000000000004,0.00020150000000000007,2
473,CCOCCOCCOCC,0.001254,0.001156,0.001205,0.001205,4.9e-05,2
474,C1CCC(C2CCCCC2)CC1,0.00318,0.00318,0.00318,0.00318,0.0,1
475,CCCn1cc[n+](C)c1.O=C([O-])O,0.04267,0.03324,0.037955,0.037955,0.0047150000000000004,2
476,CCCCn1cc[n+](C)c1.O=C([O-])O,0.07373,0.05764,0.065685,0.065685,0.008045000000000004,2
477,CCCCCn1cc[n+](C)c1.O=C([O-])O,0.1086,0.08509,0.096845,0.096845,0.011755000000000002,2
478,CCCn1cc[n+](C)c1.O=P([O-])(O)O,0.06192,0.04958,0.05575,0.05575,0.006170000000000002,2
479,CCCCn1cc[n+](C)c1.O=P([O-])(O)O,0.1256,0.1011,0.11334999999999999,0.11334999999999999,0.012249999999999997,2
480,CCCCCn1cc[n+](C)c1.O=P([O-])(O)O,0.205,0.1626,0.1838,0.1838,0.021199999999999997,2
481,CCn1cc[n+](C)c1C.O=S(=O)([O-])O,0.186,0.1349,0.16044999999999998,0.16044999999999998,0.025550000000000003,2
482,CCCn1cc[n+](C)c1C.O=S(=O)([O-])O,0.2637,0.1942,0.22895,0.22895,0.03474999999999999,2
483,CCCCn1cc[n+](C)c1C.O=S(=O)([O-])O,0.3552,0.2713,0.31325000000000003,0.31325000000000003,0.041950000000000015,2
484,CCCCCn1cc[n+](C)c1C.O=S(=O)([O-])O,0.4628,0.3587,0.41075,0.41075,0.052049999999999985,2
485,COS(=O)(=O)[O-].C[N+](CCO)(CCO)CCO,1.236,0.51,0.781,0.8423333333333334,0.2995444689672785,3
486,NCCCNCCCN,0.00851,0.00704,0.007775000000000001,0.007775000000000001,0.000735,2
487,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.16787,0.128,0.146855,0.147395,0.01860024798221787,4
488,CCCCn1c[nH+]c2ccccc21.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.49714,0.49714,0.49714,0.49714,0.0,1
489,CCCCn1cc[nH+]c1-c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.33974,0.33974,0.33974,0.33974,0.0,1
490,CCCC[n+]1ccn(Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.052838,0.052838,0.052838,0.052838,0.0,1
491,CCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,0.01964,0.01465,0.018005,0.01755125,0.001671286461831125,16
492,CCn1cc[n+](C)c1.CS(=O)(=O)[O-],0.1815,0.0705,0.1387,0.13939190476190474,0.027118410829097113,21
493,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.c1c[n-]nn1,0.438,0.321,0.3795,0.3795,0.058499999999999996,2
494,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cn[n-]c1,0.71,0.51,0.61,0.61,0.09999999999999998,2
495,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])c1cnc[n-]1,0.735,0.533,0.634,0.634,0.10099999999999998,2
496,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Clc1nc[n-]c1Cl,0.789,0.566,0.6775,0.6775,0.11150000000000004,2
497,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#Cc1nc[n-]c1C#N,0.535,0.391,0.463,0.463,0.07200000000000001,2
498,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.Cc1ncc([N+](=O)[O-])[n-]1,1.11,0.786,0.9480000000000001,0.9480000000000001,0.16200000000000003,2
499,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.c1nn[n-]n1,0.6,0.437,0.5185,0.5185,0.08149999999999999,2
500,CCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.c1c[n-]nn1,0.484,0.343,0.4135,0.4135,0.07049999999999998,2
501,CCCC[P+](CCCC)(CCCC)COC.c1c[n-]nn1,0.237,0.17,0.20350000000000001,0.20350000000000001,0.03349999999999999,2
502,CCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,0.391,0.277,0.334,0.334,0.056999999999999995,2
503,CCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.189,0.141,0.16499999999999998,0.16499999999999998,0.024000000000000007,2
504,CCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.223,0.165,0.194,0.194,0.028999999999999998,2
505,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.238,0.175,0.2065,0.2065,0.0315,2
506,CCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.291,0.213,0.252,0.252,0.03899999999999999,2
507,CCCCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cn[n-]c1,0.325,0.236,0.28049999999999997,0.28049999999999997,0.04450000000000001,2
508,CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])c1cnc[n-]1,0.276,0.204,0.24,0.24,0.03600000000000002,2
509,CCCCCCCC[P+](CC)(CC)CC.Cc1ncc([N+](=O)[O-])[n-]1,0.637,0.446,0.5415,0.5415,0.0955,2
510,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.111,0.087,0.099,0.099,0.012000000000000004,2
511,CC[P+](CC)(CC)COCCOC.c1c[n-]nn1,0.08,0.064,0.07200000000000001,0.07200000000000001,0.008,2
512,CCOC[P+](CC)(CC)CC.c1c[n-]nn1,0.062,0.062,0.062,0.062,0.0,1
513,CC[P+](CC)(CC)COCCOC.O=[N+]([O-])c1cn[n-]c1,0.088,0.069,0.0785,0.0785,0.009499999999999995,2
514,CC[P+](CC)(CC)COCCOC.Cc1ncc([N+](=O)[O-])[n-]1,0.14,0.106,0.123,0.123,0.017000000000000008,2
515,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.085,0.068,0.07650000000000001,0.07650000000000001,0.0085,2
516,CCCCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.108,0.085,0.0965,0.0965,0.011499999999999996,2
517,CCCC[S+]1CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.112,0.088,0.1,0.1,0.012000000000000004,2
518,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.07,0.055,0.0625,0.0625,0.007500000000000003,2
519,CCCC[S+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.091,0.073,0.08199999999999999,0.08199999999999999,0.009000000000000001,2
520,CCCCCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,0.407,0.275,0.34099999999999997,0.34099999999999997,0.06599999999999998,2
521,CCCCCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,1.11,0.691,0.9005000000000001,0.9005000000000001,0.20950000000000008,2
522,CCCCCCn1cc[n+](C)c1.c1c[n-]nn1,0.419,0.294,0.3565,0.3565,0.0625,2
523,CCCCCCn1cc[n+](C)c1.c1nc[n-]n1,0.381,0.258,0.3195,0.3195,0.0615,2
524,CCCCCCn1cc[n+](C)c1.c1nn[n-]n1,0.384,0.273,0.3285,0.3285,0.055499999999999994,2
525,CCCCCCn1cc[n+](C)c1.N#Cc1ccc[n-]1,0.239,0.167,0.203,0.203,0.03599999999999999,2
526,CCCn1cc[n+](C)c1C.O=[N+]([O-])c1cn[n-]c1,0.722,0.447,0.5845,0.5845,0.13749999999999998,2
527,CCOCc1n(CC)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.066,0.053,0.0595,0.0595,0.006500000000000002,2
528,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,1.27,0.816,1.043,1.043,0.22700000000000004,2
529,N#CCCn1ccnc1.O=S(=O)(O)O,3.1022,3.1022,3.1022,3.1022,0.0,1
530,Cc1ccc(S(=O)(=O)O)cc1.N#CCCn1ccnc1,24.795,24.795,24.795,24.795,0.0,1
531,CC(=O)O.N#CCCn1ccnc1,0.055284,0.055284,0.055284,0.055284,0.0,1
532,COC(=O)c1ccc(C(C)(C)C)cc1,0.005867,0.005013,0.00544,0.00544,0.00042699999999999986,2
533,C[NH+](C)C=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03071,0.02532,0.028014999999999998,0.028014999999999998,0.002695000000000001,2
534,CCC(=O)[NH+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1177,0.09133,0.104515,0.104515,0.013185000000000002,2
535,CCC(=O)N(C)C,0.000958,0.000892,0.000925,0.000925,3.299999999999999e-05,2
536,CNCc1ccccc1,0.00158,0.0014,0.00149,0.00149,9.000000000000002e-05,2
537,CN(C)Cc1ccccc1,0.00119,0.00109,0.00114,0.00114,5.000000000000002e-05,2
538,c1ccc(CNCc2ccccc2)cc1,0.0076,0.00646,0.00703,0.00703,0.0005700000000000002,2
539,OCC1CCCCC1,0.028353,0.022043,0.025197999999999998,0.025197999999999998,0.003155,2
540,N#CCCCC#N,0.00612,0.00539,0.005755,0.005755,0.0003649999999999999,4
541,N#CCCCCC#N,0.00631,0.00553,0.00599,0.005934,0.0003499485676495902,5
542,CN(C)CCCN,0.0009823,0.0009823,0.0009823,0.0009823,0.0,1
543,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=C([O-])C(F)(F)F,1.551,1.551,1.551,1.551,0.0,1
544,CCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1328,0.0847,0.10875,0.10875,0.024050000000000002,2
545,COCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1226,0.1035,0.11305,0.11305,0.009550000000000003,2
546,NCCNCCO,0.09927,0.0705,0.07164,0.08291714285714287,0.013781926792812715,7
547,CC(=O)C1CC1,0.0005572,0.0005572,0.0005572,0.0005572,0.0,1
548,CC(=O)CCCCl,0.0015819,0.0015819,0.0015819,0.0015819,0.0,2
549,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.078002,0.062135,0.0700685,0.0700685,0.0079335,2
550,CCCCCCCC=O,0.002757,0.0012,0.0012,0.0017189999999999998,0.0007339768388716363,3
551,Cc1ccc(C(C)C)cc1,0.000777,0.000777,0.000777,0.000777,0.0,1
552,CC1=CC[C@H]2C[C@@H]1C2(C)C,0.001284,0.001284,0.001284,0.001284,0.0,1
553,CC(C)=CCC/C(C)=C/CO,0.00669,0.00669,0.00669,0.00669,0.0,1
554,CCCCCCCCCC=O,0.003039,0.00156,0.00156,0.0020529999999999997,0.0006972072862499359,3
555,CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,0.04,0.0333,0.03665,0.03665,0.003349999999999999,4
556,CCC[N+]1(C)CCCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0512,0.0433,0.04725,0.04724999999999999,0.003950000000000002,6
557,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.086,0.04476,0.0702,0.070825,0.0144940944870661,8
558,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1.732,1.732,1.732,1.732,0.0,2
559,CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0875,0.0688,0.07815,0.07815,0.009349999999999997,4
560,CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0794,0.0632,0.0713,0.07130000000000002,0.008099999999999996,6
561,CCCCCCCCCCCO,0.014222,0.011524,0.013721,0.013237642857142861,0.0010937954631950722,14
562,CCCCCCCCCCCCO,0.016969,0.016969,0.016969,0.016969,0.0,1
563,CNCCO,0.010634,0.00842,0.009446099999999999,0.009553585714285715,0.0009995134851210237,14
564,CC(C)n1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0264,0.022,0.0242,0.0242,0.0022000000000000006,2
565,CC(C)n1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.1214,0.0917,0.10655,0.10655,0.014849999999999995,2
566,C[n+]1ccn(C(C)(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1214,0.0915,0.10644999999999999,0.10644999999999999,0.014949999999999998,2
567,C[n+]1ccn(C(C)(C)C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.3672,0.2467,0.30695,0.30695,0.06025000000000001,2
568,CCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0299,0.0248,0.02735,0.02735,0.00255,2
569,ClCCl,0.0003929,0.0003929,0.0003929,0.0003929,0.0,1
570,OCc1ccccc1,0.005555,0.004515,0.004689,0.00495555,0.00039843437037986586,20
571,N#Cc1ccccc1,0.001171,0.001126,0.0011485,0.0011485,2.249999999999995e-05,4
572,CCCCCCCCCCCCCC,0.002107,0.001827,0.0019645,0.00196575,0.00010990763167314629,8
573,CCOC(=O)CC(C)=O,0.001581,0.001339,0.00148,0.0014829999999999997,0.00010021548212298765,7
574,CCOC(=O)C(=O)OCC,0.001844,0.001581,0.001659,0.001701,9.777411609305282e-05,9
575,CCOC(=O)c1ccccc1C(=O)OCC,0.007926,0.006129,0.007027500000000001,0.0070275,0.0008985000000000004,4
576,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0.04303,0.03018,0.036605,0.036605,0.006425,4
577,CCCC(=O)OCC,0.000643,0.000583,0.0006072,0.00061968,2.0600168284102276e-05,15
578,CCCCC(=O)OC,0.000661,0.000623,0.000642,0.000642,1.9000000000000028e-05,2
579,CCCCCCC(=O)OC,0.001023,0.00095,0.0009865,0.0009865,3.650000000000002e-05,2
580,CC(=O)OCCC(C)C,0.000827,0.000741,0.000804,0.0007905714285714287,2.598272581574779e-05,7
581,C=CN1CCCC1=O,0.004322,0.004322,0.004322,0.004322,0.0,1
582,OC1=NCCC1,0.013363,0.010687,0.013131,0.012578,0.0010967750453032745,4
583,O=P(Cl)(Cl)c1ccccc1,0.0041435,0.0036742,0.00390885,0.00390885,0.00023464999999999988,2
584,CCOC=O,0.0004,0.000362,0.000373,0.00037740000000000007,1.2240914998479485e-05,10
585,OCCCl,0.003104,0.002669,0.0028865,0.0028865,0.00021750000000000003,8
586,C=CCn1cc[n+](C)c1.[Cl-],0.821,0.0447,0.0447,0.35522,0.3803077774645162,5
587,CC(C)c1ccccc1,0.000739,0.00069,0.0007145,0.0007145,2.45e-05,8
588,CCCC(C)(C)O,0.00293,0.00293,0.00293,0.00293,0.0,2
589,O=CN1CCOCC1,0.007955,0.0065981,0.0072663,0.007263933333333333,0.0005543618653711472,18
590,OCCCOCCCO,0.0815,0.0815,0.0815,0.0815,0.0,1
591,CC/C=C\CCOC=O,0.000561,0.000527,0.000527,0.0005355000000000001,1.472243186433544e-05,4
592,CCCCCCOC(C)=O,0.001071,0.000962,0.001009,0.0010219166666666666,4.4535488346061926e-05,12
593,CCC/C=C/COC(C)=O,0.000831,0.00077,0.00077,0.0007852499999999999,2.641377481542541e-05,4
594,CC/C=C\CCOC(C)=O,0.000823,0.000763,0.000763,0.000778,2.5980762113533135e-05,4
595,CCOC(=O)CC,0.000492,0.000464,0.000478,0.000478,1.4000000000000015e-05,2
596,CCCCOC(=O)CCC,0.000876,0.000812,0.000844,0.000844,3.200000000000002e-05,2
597,CCCC(=O)OCCC(C)C,0.001111,0.000897,0.001111,0.0010394,9.044246790087055e-05,5
598,CCCCCCOC(=O)CCC,0.001234,0.001131,0.0011825,0.0011825,5.1500000000000005e-05,2
599,CCOC(=O)CC(C)C,0.000752,0.000703,0.000739,0.0007344,1.6487571076419958e-05,5
600,CCCCCC(=O)OCC,0.00094,0.000704,0.000704,0.0007885555555555556,0.00010829497896548945,9
601,CC(=O)N1CCOCC1,0.00848,0.0071,0.00779,0.00779,0.0006899999999999996,4
602,CCCCBr,0.0006096,0.000575,0.00059405,0.000593175,1.53056157994378e-05,4
603,C=COC(C)=O,0.000384,0.000384,0.000384,0.000384,0.0,2
604,CC(=O)OCc1ccccc1,0.002056,0.001836,0.001836,0.0019302857142857147,0.00010887176504718663,7
605,CCOC(=O)c1ccccc1O,0.002831,0.002831,0.002831,0.002831,0.0,3
606,CCC(=O)OCc1ccccc1,0.002123,0.002123,0.002123,0.002123,0.0,3
607,CCOC(=O)Cc1ccccc1,0.002384,0.002384,0.002384,0.002384,0.0,3
608,CCCCCCCC(=O)OCC,0.001411,0.001411,0.001411,0.001411,0.0,3
609,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0.00206,0.00206,0.00206,0.00206,0.0,1
610,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,0.00387,0.00348,0.0036750000000000003,0.0036750000000000003,0.00019500000000000008,2
611,CC(Cl)(Cl)Cl,0.000789,0.000789,0.000789,0.000789,0.0,1
612,C=C(C)C(=O)OCc1ccccc1,0.002302,0.002302,0.002302,0.002302,0.0,9
613,C=C(C)C(=O)OCCO,0.005784,0.005784,0.005784,0.005784,0.0,9
614,C=C(C)C(=O)O,0.001267,0.001267,0.001267,0.001267,0.0,9
615,OCCCc1ccccc1,0.010126,0.010126,0.010126,0.010126,0.0,1
616,CCOCCC(=O)OCC,0.001176,0.001176,0.001176,0.001176,0.0,4
617,CCCCCC=O,0.000805,0.000805,0.000805,0.000805,0.0,2
618,CCCCCCCCC=O,0.001392,0.001392,0.001392,0.001392,0.0,2
619,CCCc1ccccc1,0.000744,0.000744,0.000744,0.000744,0.0,2
620,CCCCc1ccccc1,0.000901,0.000893,0.000901,0.0008983333333333333,3.7712361663282436e-06,6
621,CCCC(=O)O,0.001396,0.001396,0.001396,0.0013960000000000003,2.168404344971009e-19,3
622,CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.1198,0.0968,0.10830000000000001,0.10830000000000001,0.011500000000000003,2
623,CCCCCCn1cc[n+](C)c1.[Cl-],18.089,18.089,18.089,18.089,0.0,2
624,CCCCCCCCn1cc[n+](C)c1.[Cl-],20.883,7.7704,20.868,18.571488888888886,4.495146854712546,9
625,CCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,0.032,0.032,0.032,0.032,0.0,2
626,CC(C)=Cn1cc[n+](C)c1.F[B-](F)(F)F,0.1334,0.0889,0.10944999999999999,0.11030000000000001,0.017006028342914162,4
627,CC(=O)O.OCCN(CCO)CCO,0.342,0.342,0.342,0.342,0.0,1
628,NCCOCCO.O=CO,0.371,0.371,0.371,0.371,0.0,1
629,CC(=O)O.NCCOCCO,2.893,2.893,2.893,2.893,0.0,1
630,CCCCOP(=O)(OCCCC)OCCCC,0.00345,0.002969,0.003341,0.0032009999999999994,0.00019749352472345094,13
631,CCCCCCCCCC(=O)OCC,0.0021029,0.0019111,0.002007,0.002007,9.589999999999999e-05,2
632,CCCCCCCCCCCC(=O)OCC,0.0030152,0.0027073,0.00286125,0.00286125,0.00015394999999999992,2
633,CCCCCCCCCCCCCC(=O)OCC,0.004188,0.0037207,0.00395435,0.00395435,0.00023364999999999996,2
634,CCCCCCCCCCCCCCCC(=O)OCC,0.0050107,0.0050107,0.0050107,0.0050107,0.0,1
635,CCCCCCCC(=O)OC,0.0013127,0.001212,0.00126235,0.00126235,5.0350000000000004e-05,2
636,CCCCCCCCCC(=O)OC,0.0019335,0.0017601,0.0018468,0.0018468,8.67000000000001e-05,2
637,CCCCCCCCCCCC(=O)OC,0.0028237,0.002475,0.0025356,0.0026114333333333334,0.0001521204420480328,3
638,CCCCCCCC/C=C\CCCCCCCC(=O)OC,0.0056336,0.004922,0.0049612,0.005172266666666667,0.0003266042389328235,3
639,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,0.0044275,0.003822,0.0039615,0.004070333333333333,0.00025889648295967436,3
640,CCCCC(=O)OCC(COCC(COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC)(COC(=O)CCCC)COC(=O)CCCC,0.1076,0.08331,0.09541,0.0954325,0.012018197400192764,4
641,CCCCCCC(=O)OCC(COCC(COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC)(COC(=O)CCCCCC)COC(=O)CCCCCC,0.1092,0.08439,0.096695,0.09674500000000001,0.01210882013244891,4
642,F[B-](F)(F)F.[NH3+]CCO,0.05939,0.05939,0.05939,0.05939,0.0,1
643,C[NH+](CCO)CCO.F[B-](F)(F)F,0.2088,0.2088,0.2088,0.2088,0.0,1
644,CN(CCO)CCO.Cl,0.5121,0.5121,0.5121,0.5121,0.0,1
645,CC(C)Br,0.0004981,0.0004835,0.0004908,0.0004908,7.300000000000015e-06,4
